"sessinID","userID","expirationDate"
"f2bqcc55btqjz1450isggh55","00aae0e5-91ee-4fe7-afa0-dfdc2b89580d","2012/03/07 16:31:38"
"t3vz1n45vpsdmv2thl4fhbmt","63717b1c-476d-4c47-8794-4eee0a89bb82","2012/03/07 17:09:09"
