"sentenceID","sentence","fontID","userID"
"2a73e157-0221-4eb1-9f28-1a7514d07ae7","あいうえおかきくけこ","5fd4c163-8220-4dd7-baff-01e9ca94d203","63717b1c-476d-4c47-8794-4eee0a89bb82"
"cf3fee0c-3029-4314-8826-36f091e937ed","いろはにほへと　ちりぬるを","5fd4c163-8220-4dd7-baff-01e9ca94d203","00aae0e5-91ee-4fe7-afa0-dfdc2b89580d"
"5c16af8f-bb5a-4e58-b339-36600192251c","ここあ","5fd4c163-8220-4dd7-baff-01e9ca94d203","63717b1c-476d-4c47-8794-4eee0a89bb82"
"d016fcde-3a26-4bb3-9409-000aaac4bd58","かいこをくう","5fd4c163-8220-4dd7-baff-01e9ca94d203","63717b1c-476d-4c47-8794-4eee0a89bb82"
"766fafd7-8ab6-4ef2-b2d0-87f106ec9bec","ruin kano yuru","29eaa1da-f89b-4d78-8f17-8c300bd2dcb3","63717b1c-476d-4c47-8794-4eee0a89bb82"
"e3530329-aa29-4091-9fdd-3444d5f44911","abcdefg h","29eaa1da-f89b-4d78-8f17-8c300bd2dcb3","63717b1c-476d-4c47-8794-4eee0a89bb82"
